"id","origin","org_city","org_district","destination","dest_city","dest_district","distance","duration","case","pallet","to","dayo","td","dayd","LTL","maxDelay","lateCost"
1395,"B0202150WR","Yangzhou","广陵区","B0FFGO36Q6","Shanghai","浦东新区",285.437,3.75,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,50
1396,"B0FFK83QI3","Nanjing","江宁区","B0FFH62FC9","Shanghai","金山区",296.443,3.4,"JS",8,"08:00","day 0","18:00","day 0",3019.472752,4,100
1397,"B0FFF4HNKG","Yangzhou","邗江区","B0FFITJD3C","Wuxi","锡山区",162.133,2.88333333333333,"JS",7,"12:00","day 0","22:00","day 0",2642.038658,2,100
1398,"B0FFFRXR3L","Yangzhou","宝应县","B0FFH6WPC3","Shanghai","金山区",365.677,4.95,"JS",7,"12:00","day 0","22:00","day 0",2642.038658,4,50
1399,"B0FFFRXR3L","Yangzhou","宝应县","B02000JJ21","Suzhou","吴中区",283.272,3.96666666666667,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,4,50
1400,"B0FFFRS0IH","Nanjing","江宁区","B0FFFA2AO6","Shanghai","松江区",287.056,3.5,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,4,50
1401,"B0FFH1DRA5","Nanjing","栖霞区","B0G2MKTPMP","Shanghai","松江区",286.2,3.3,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,4,100
1402,"B0FFG2575E","Zhenjiang","润州区","B0FFGPRVIT","Shanghai","松江区",255.458,3.15,"JS",17,"08:00","day 0","18:00","day 0",6416.379598,2,100
1403,"B0FFG2575E","Zhenjiang","润州区","B0FFFA2AO6","Shanghai","松江区",254.386,3.16666666666667,"JS",16,"08:00","day 0","18:00","day 0",6038.945504,2,50
1404,"B0FFH70JG8","Nanjing","鼓楼区","B00156GGDT","Shanghai","闵行区",326.256,4.03333333333333,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,2,100
1405,"B0FFF8Z69A","Changzhou","钟楼区","B00156ODDT","Shanghai","长宁区",188.2,2.58333333333333,"JS",17,"08:00","day 0","18:00","day 0",6416.379598,2,50
1406,"B0FFK83QI3","Nanjing","江宁区","B0FFH6WPC3","Shanghai","金山区",295.193,3.5,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,2,100
1407,"B0FFF4HNKG","Yangzhou","邗江区","B0FFI8WH5V","Suzhou","姑苏区",171.645,2.45,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,100
1408,"B00190CNHV","Nanjing","江宁区","B0FFJRVTYE","Shanghai","松江区",304.811,3.35,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,4,100
1409,"B0FFG0GSMW","Yangzhou","宝应县","B0FFHY6PN3","Suzhou","常熟市",258.14,3.48333333333333,"JS",21,"08:00","day 0","18:00","day 0",7926.115974,2,50
1410,"B0FFHCRHH3","Changzhou","天宁区","B0FFKZGWZ9","Suzhou","太仓市",130.493,1.85,"JS",20,"08:00","day 0","18:00","day 0",7548.68188,4,50
1411,"B0FFFRXR3L","Yangzhou","宝应县","B0FFFA2AO6","Shanghai","松江区",353.291,4.8,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,100
1412,"B0FFFRXR3L","Yangzhou","宝应县","B0G2MKTPMP","Shanghai","松江区",342.158,4.58333333333333,"JS",15,"08:00","day 0","18:00","day 0",5661.51141,4,100
1413,"B0G3AZBRXL","Yangzhou","广陵区","B0FFHC9CJ8","Suzhou","相城区",176.839,2.58333333333333,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,2,50
1414,"B0FFHLH9SB","Zhenjiang","京口区","B0FFHF2VI7","Wuxi","锡山区",108.648,1.76666666666667,"JS",20,"08:00","day 0","18:00","day 0",7548.68188,4,100
1415,"B0FFFRXR3L","Yangzhou","宝应县","B0FFKZGWZ9","Suzhou","太仓市",295.473,3.91666666666667,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,2,100
1416,"B0FFG0GSMW","Yangzhou","宝应县","B0FFL7OZ0J","Wuxi","锡山区",245.107,3.6,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,2,100
1417,"B0202173FW","Yangzhou","仪征市","B0FFF4JOKL","Suzhou","昆山市",264.929,3.38333333333333,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,4,100
1418,"B0FFHLH9SB","Zhenjiang","京口区","B0FFHFSCFH","Suzhou","吴中区",171.289,2.28333333333333,"JS",7,"12:00","day 0","22:00","day 0",2642.038658,4,50
1419,"B0FFFRXR3L","Yangzhou","宝应县","B0IG9RDYYV","Suzhou","吴中区",289.545,4,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,2,100
1420,"B0G3AZBRXL","Yangzhou","广陵区","B0FFKZGWZ9","Suzhou","太仓市",220.139,2.75,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,4,100
1421,"B020216GML","Yangzhou","广陵区","B0FFKZGWZ9","Suzhou","太仓市",209.265,2.71666666666667,"JS",19,"12:00","day 0","22:00","day 0",7171.247786,4,100
1422,"B0202150WR","Yangzhou","广陵区","B0FFGIBTXI","Suzhou","太仓市",212.785,2.68333333333333,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,2,50
1423,"B0FFLC9J93","Nanjing","浦口区","B0IG9RDYYV","Suzhou","吴中区",278.636,3.28333333333333,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,2,100
1424,"B0FFG0GSMW","Yangzhou","宝应县","B0FFFU612V","Wuxi","江阴市",213.383,2.91666666666667,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,2,100
1425,"B0G3AZBRXL","Yangzhou","广陵区","B0FFFU612V","Wuxi","江阴市",137.288,1.73333333333333,"JS",16,"12:00","day 0","22:00","day 0",6038.945504,4,100
1426,"B0FFH3869T","Zhenjiang","句容市","B0FFL7OZ0J","Wuxi","锡山区",178.356,2.38333333333333,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,4,100
1427,"B0202173FW","Yangzhou","仪征市","B02000JJ21","Suzhou","吴中区",229.49,2.93333333333333,"JS",19,"12:00","day 0","22:00","day 0",7171.247786,4,50
1428,"B0202173FW","Yangzhou","仪征市","B0FFHFSCFH","Suzhou","吴中区",237.118,3.06666666666667,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,4,50
1429,"B0GKC6MA4E","Yangzhou","仪征市","B0IG9RDYYV","Suzhou","吴中区",233.789,3.08333333333333,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,2,50
1430,"B0FFG0GSMW","Yangzhou","宝应县","B00156D6K6","Shanghai","浦东新区",376.015,5.16666666666667,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,100
1431,"B0FFH70JG8","Nanjing","鼓楼区","B0FFITJD3C","Wuxi","锡山区",207.224,3.03333333333333,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,100
1432,"B0FFG2575E","Zhenjiang","润州区","B01FE15UUN","Wuxi","江阴市",157.253,2.01666666666667,"JS",15,"08:00","day 0","18:00","day 0",5661.51141,4,50
1433,"B0FFG2575E","Zhenjiang","润州区","B0FFFU612V","Wuxi","江阴市",114.884,1.51666666666667,"JS",15,"08:00","day 0","18:00","day 0",5661.51141,4,100
1434,"B0FFH70JG8","Nanjing","鼓楼区","B0FFKZGWZ9","Suzhou","太仓市",264.361,3.06666666666667,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,2,100
1435,"B0FFL7OZ0J","Wuxi","锡山区","B00156ODDT","Shanghai","长宁区",126.682,1.75,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,2,100
1436,"B0FFFRXR3L","Yangzhou","宝应县","B0FFLCF954","Shanghai","宝山区",324.056,4.53333333333333,"JS",10,"08:00","day 0","18:00","day 0",3774.34094,4,50
1437,"B0FFH70JG8","Nanjing","鼓楼区","B0FFJ1CPHP","Shanghai","嘉定区",285.799,3.28333333333333,"JS",16,"08:00","day 0","18:00","day 0",6038.945504,2,100
1438,"B0FFL9CGXN","Nanjing","栖霞区","B0FFH6WPC3","Shanghai","金山区",298.992,3.98333333333333,"JS",20,"08:00","day 0","18:00","day 0",7548.68188,2,50
1439,"B0FFHCRHH3","Changzhou","天宁区","B0FFJRVTYE","Shanghai","松江区",178.287,2.25,"JS",13,"12:00","day 0","22:00","day 0",4906.643222,2,50
1440,"B0FFGYNGHQ","Changzhou","武进区","B0FFGPRVIT","Shanghai","松江区",181.818,2.31666666666667,"JS",9,"12:00","day 0","22:00","day 0",3396.906846,2,100
1441,"B0FFG0GSMW","Yangzhou","宝应县","B0FFL37B6B","Suzhou","昆山市",316.102,4.35,"JS",9,"08:00","day 0","18:00","day 0",3396.906846,4,100
1442,"B0202150WR","Yangzhou","广陵区","B0FFGJ1NAK","Suzhou","常熟市",178.974,2.35,"JS",6,"12:00","day 0","22:00","day 0",2264.604564,2,50
1443,"B0202150WR","Yangzhou","广陵区","B0FFFTQ4U7","Wuxi","江阴市",145.353,2,"JS",11,"08:00","day 0","18:00","day 0",4151.775034,4,100
1444,"B0GUCU8FLD","Zhenjiang","句容市","B0FFL7OZ0J","Wuxi","锡山区",162.306,2.23333333333333,"JS",9,"12:00","day 0","22:00","day 0",3396.906846,4,50
1445,"B0202173FW","Yangzhou","仪征市","B0FFHD3E8G","Suzhou","吴中区",228.208,2.95,"JS",16,"12:00","day 0","22:00","day 0",6038.945504,4,100
1446,"B0GKC6MA4E","Yangzhou","仪征市","B02000JJ21","Suzhou","吴中区",227.516,2.98333333333333,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,50
1447,"B0FFH70JG8","Nanjing","鼓楼区","B0FFHF2VI7","Wuxi","锡山区",182.179,2.46666666666667,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,2,50
1448,"B0G1AO0IBH","Nanjing","溧水区","B0FFGO36Q6","Shanghai","浦东新区",303.585,3.63333333333333,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,2,50
1449,"B0FFH70JG8","Nanjing","鼓楼区","B0FFL7OZ0J","Wuxi","锡山区",199.433,2.53333333333333,"JS",10,"08:00","day 0","18:00","day 0",3774.34094,2,100
1450,"B020215DUP","Yangzhou","江都区","B0FFG94S3Z","Shanghai","浦东新区",290.041,3.73333333333333,"JS",15,"08:00","day 0","18:00","day 0",5661.51141,2,50
1451,"B0FFH4SOJP","Nanjing","溧水区","B02000JJN1","Suzhou","吴江区",212.362,2.63333333333333,"JS",22,"12:00","day 0","22:00","day 0",8303.550068,2,50
1452,"B0FFG0GSMW","Yangzhou","宝应县","B0FFGAIWAV","Suzhou","昆山市",311.91,4.25,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,4,100
1453,"B020216GML","Yangzhou","广陵区","B0FFI8WH5V","Suzhou","姑苏区",166.995,2.4,"JS",16,"08:00","day 0","18:00","day 0",6038.945504,4,100
1454,"B0G1AO0IBH","Nanjing","溧水区","B0FFJN8WFQ","Wuxi","新吴区",159.537,1.95,"JS",6,"08:00","day 0","18:00","day 0",2264.604564,2,100
1455,"B0FFL9CGXN","Nanjing","栖霞区","B0FFH0WGKS","Suzhou","吴江区",231.774,3.13333333333333,"JS",21,"12:00","day 0","22:00","day 0",7926.115974,4,50
1456,"B020216GML","Yangzhou","广陵区","B00156ODDT","Shanghai","长宁区",245.48,3.31666666666667,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,4,50
1457,"B0H1TCJ4IO","Yangzhou","江都区","B0FFKSVI1S","Shanghai","奉贤区",286.408,3.8,"JS",9,"12:00","day 0","22:00","day 0",3396.906846,4,100
1458,"B0FFHJD9U9","Wuxi","惠山区","B0I6TYMZJG","Suzhou","吴江区",111.24,1.53333333333333,"JS",8,"08:00","day 0","18:00","day 0",3019.472752,4,50
1459,"B0H1TCJ4IO","Yangzhou","江都区","B0FFGAIWAV","Suzhou","昆山市",225.412,3,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,100
1460,"B0FFG9F43K","Changzhou","武进区","B0I6TYMZJG","Suzhou","吴江区",130.329,1.65,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,50
1461,"B0G1AO0IBH","Nanjing","溧水区","B00156GGDT","Shanghai","闵行区",294.466,3.65,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,4,100
1462,"B0FFFU612V","Wuxi","江阴市","B0I6TYMZJG","Suzhou","吴江区",127.318,1.66666666666667,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,2,100
1463,"B0GKC6MA4E","Yangzhou","仪征市","B02000JJN1","Suzhou","吴江区",232.796,3.03333333333333,"JS",21,"12:00","day 0","22:00","day 0",7926.115974,2,50
1464,"B0FFG2575E","Zhenjiang","润州区","B0FFKZGWZ9","Suzhou","太仓市",211.536,2.66666666666667,"JS",7,"08:00","day 0","18:00","day 0",2642.038658,2,100
1465,"B0FFFTQ4U7","Wuxi","江阴市","B00156ODDT","Shanghai","长宁区",125.171,1.83333333333333,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,4,50
1466,"B0202173FW","Yangzhou","仪征市","B02000JJN1","Suzhou","吴江区",234.77,3,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,4,100
1467,"B0202150WR","Yangzhou","广陵区","B0FFHY6PN3","Suzhou","常熟市",177.496,2.25,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,50
1468,"B0FFG2575E","Zhenjiang","润州区","B0FFJN8WFQ","Wuxi","新吴区",146.392,2.01666666666667,"JS",11,"08:00","day 0","18:00","day 0",4151.775034,2,100
1469,"B0G3AZBRXL","Yangzhou","广陵区","B0FFH62FC9","Shanghai","金山区",290.426,3.71666666666667,"JS",13,"12:00","day 0","22:00","day 0",4906.643222,4,50
1470,"B0H1TCJ4IO","Yangzhou","江都区","B0FFGIBTXI","Suzhou","太仓市",215.381,2.81666666666667,"JS",13,"08:00","day 0","18:00","day 0",4906.643222,4,50
1471,"B0FFGZQ43R","Wuxi","新吴区","B0FFKSVI1S","Shanghai","奉贤区",151.516,2.06666666666667,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,100
1472,"B0G3AZBRXL","Yangzhou","广陵区","B0FFLCF954","Shanghai","宝山区",248.722,3.35,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,4,100
1473,"B0H1TCJ4IO","Yangzhou","江都区","B0GDDXZDXN","Suzhou","吴江区",220.347,2.88333333333333,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,4,100
1474,"B0FFH70JG8","Nanjing","鼓楼区","B00156D6K6","Shanghai","浦东新区",330.341,4,"JS",13,"12:00","day 0","22:00","day 0",4906.643222,4,50
1475,"B0FFH1DRA5","Nanjing","栖霞区","B0FFGZQ43R","Wuxi","新吴区",177.377,2.25,"JS",19,"08:00","day 0","18:00","day 0",7171.247786,4,50
1476,"B0FFH4SOJP","Nanjing","溧水区","B0FFHDQA5M","Suzhou","常熟市",211.822,2.58333333333333,"JS",9,"12:00","day 0","22:00","day 0",3396.906846,2,100
1477,"B0G1AO0IBH","Nanjing","溧水区","B0FFFOM198","Suzhou","虎丘区",165.514,2.05,"JS",21,"08:00","day 0","18:00","day 0",7926.115974,4,100
1478,"B0FFGZQ43R","Wuxi","新吴区","B00156GGDT","Shanghai","闵行区",150.54,2.05,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,4,100
1479,"B0FFF4HNKG","Yangzhou","邗江区","B0FFGZQ43R","Wuxi","新吴区",142.164,2.18333333333333,"JS",11,"08:00","day 0","18:00","day 0",4151.775034,2,100
1480,"B0FFGZQ43R","Wuxi","新吴区","B0FFGO36Q6","Shanghai","浦东新区",159.659,2.13333333333333,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,4,100
1481,"B0H1TCJ4IO","Yangzhou","江都区","B0FFHNXOVT","Suzhou","昆山市",238.528,3.15,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,2,100
1482,"B020215DUP","Yangzhou","江都区","B0FFL37B6B","Suzhou","昆山市",236.809,3.15,"JS",20,"08:00","day 0","18:00","day 0",7548.68188,4,100
1483,"B0FFFRXR3L","Yangzhou","宝应县","B0FFJ1CPHP","Shanghai","嘉定区",316.911,4.13333333333333,"JS",17,"12:00","day 0","22:00","day 0",6416.379598,4,100
1484,"B0FFGZQ43R","Wuxi","新吴区","B0FFKDRXE8","Shanghai","浦东新区",178.212,2.4,"JS",8,"08:00","day 0","18:00","day 0",3019.472752,4,50
1485,"B0FFHE4XO4","Changzhou","武进区","B02000JJN1","Suzhou","吴江区",117.741,1.91666666666667,"JS",7,"12:00","day 0","22:00","day 0",2642.038658,2,100
1486,"B0FFHCRHH3","Changzhou","天宁区","B02000JJN1","Suzhou","吴江区",108.604,1.53333333333333,"JS",13,"08:00","day 0","18:00","day 0",4906.643222,2,100
1487,"B0202150WR","Yangzhou","广陵区","B0IG9RDYYV","Suzhou","吴中区",193.527,2.61666666666667,"JS",17,"12:00","day 0","22:00","day 0",6416.379598,2,50
1488,"B0FFK83QI3","Nanjing","江宁区","B0G2MKTPMP","Shanghai","松江区",271.674,3.05,"JS",7,"08:00","day 0","18:00","day 0",2642.038658,4,100
1489,"B0FFGZQ43R","Wuxi","新吴区","B0FFLCF954","Shanghai","宝山区",122.141,2.1,"JS",9,"08:00","day 0","18:00","day 0",3396.906846,2,50
1490,"B0FFGZQ43R","Wuxi","新吴区","B0FFHNXOVT","Suzhou","昆山市",103.636,1.45,"JS",17,"08:00","day 0","18:00","day 0",6416.379598,4,100
1491,"B0HDRHT0UU","Nanjing","浦口区","B0FFJN8WFQ","Wuxi","新吴区",213.073,2.78333333333333,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,4,50
1492,"B020215DUP","Yangzhou","江都区","B0GDDXZDXN","Suzhou","吴江区",227.552,2.91666666666667,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,4,100
1493,"B0H1TCJ4IO","Yangzhou","江都区","B00156GGDT","Shanghai","闵行区",285.432,3.85,"JS",10,"08:00","day 0","18:00","day 0",3774.34094,2,50
1494,"B0FFH3869T","Zhenjiang","句容市","B0I6TYMZJG","Suzhou","吴江区",253.299,3,"JS",7,"08:00","day 0","18:00","day 0",2642.038658,2,50
1495,"B0FFG2575E","Zhenjiang","润州区","B0I6TYMZJG","Suzhou","吴江区",221.551,2.61666666666667,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,4,100
1496,"B0FFLC9J93","Nanjing","浦口区","B0GDDXZDXN","Suzhou","吴江区",276.822,3.5,"JS",13,"08:00","day 0","18:00","day 0",4906.643222,4,100
1497,"B0FFG2575E","Zhenjiang","润州区","B0FFJRVTYE","Shanghai","松江区",259.33,3.15,"JS",12,"12:00","day 0","22:00","day 0",4529.209128,4,100
1498,"B0FFHCRHH3","Changzhou","天宁区","B0IGCZC15I","Suzhou","吴江区",137.887,1.81666666666667,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,2,100
1499,"B0FFH3869T","Zhenjiang","句容市","B0FFGZQ43R","Wuxi","新吴区",166.178,2.2,"JS",17,"12:00","day 0","22:00","day 0",6416.379598,2,100
1500,"B0HDRHT0UU","Nanjing","浦口区","B0FFI8WH5V","Suzhou","姑苏区",230.592,2.9,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,2,50
1501,"B0FFIS83Q7","Zhenjiang","丹阳市","B0FFGZQ43R","Wuxi","新吴区",103.904,1.68333333333333,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,2,50
1502,"B0FFH70JG8","Nanjing","鼓楼区","B00156ODDT","Shanghai","长宁区",295.221,3.41666666666667,"JS",21,"12:00","day 0","22:00","day 0",7926.115974,4,100
1503,"B0FFG0GSMW","Yangzhou","宝应县","B0FFH62FC9","Shanghai","金山区",366.521,4.95,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,2,50
1504,"B0FFHE4XO4","Changzhou","武进区","B0IGCZC15I","Suzhou","吴江区",147.024,2.15,"JS",9,"08:00","day 0","18:00","day 0",3396.906846,4,100
1505,"B0H1TCJ4IO","Yangzhou","江都区","B0FFI8WH5V","Suzhou","姑苏区",175.912,2.48333333333333,"JS",6,"12:00","day 0","22:00","day 0",2264.604564,4,50
1506,"B0202150WR","Yangzhou","广陵区","B0FFFOM198","Suzhou","虎丘区",163.983,2.38333333333333,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,2,50
1507,"B020216GML","Yangzhou","广陵区","B02000JR6M","Suzhou","相城区",162.785,2.4,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,2,50
1508,"B0FFLC9J93","Nanjing","浦口区","B0I6TYMZJG","Suzhou","吴江区",299.382,3.71666666666667,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,2,100
1509,"B0FFLC9J93","Nanjing","浦口区","B0FFI8WH5V","Suzhou","姑苏区",251.907,3,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,4,50
1510,"B00190CNHV","Nanjing","江宁区","B02000JJN1","Suzhou","吴江区",229.052,2.85,"JS",15,"12:00","day 0","22:00","day 0",5661.51141,2,50
1511,"B0FFHLH9SB","Zhenjiang","京口区","B0FFJN8WFQ","Wuxi","新吴区",125.686,1.83333333333333,"JS",15,"12:00","day 0","22:00","day 0",5661.51141,4,50
1512,"B0FFK7ZQFN","Wuxi","江阴市","B0IGCZC15I","Suzhou","吴江区",118.454,1.6,"JS",19,"12:00","day 0","22:00","day 0",7171.247786,2,50
1513,"B0FFH4SOJP","Nanjing","溧水区","B0FFITJD3C","Wuxi","锡山区",177.114,2.73333333333333,"JS",7,"08:00","day 0","18:00","day 0",2642.038658,4,100
1514,"B0G1AO0IBH","Nanjing","溧水区","B0FFHJD9U9","Wuxi","惠山区",136.963,1.83333333333333,"JS",17,"12:00","day 0","22:00","day 0",6416.379598,4,50
1515,"B0FFH4SOJP","Nanjing","溧水区","B0FFGO36Q6","Shanghai","浦东新区",305.265,3.65,"JS",8,"08:00","day 0","18:00","day 0",3019.472752,2,100
1516,"B0H1TCJ4IO","Yangzhou","江都区","B0FFH6WPC3","Shanghai","金山区",278.773,3.71666666666667,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,4,50
1517,"B020216GML","Yangzhou","广陵区","B0FFH62FC9","Shanghai","金山区",271.106,3.61666666666667,"JS",19,"12:00","day 0","22:00","day 0",7171.247786,2,50
1518,"B0FFFRXR3L","Yangzhou","宝应县","B00156ODDT","Shanghai","长宁区",341.301,4.65,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,4,100
1519,"B0FFFRXR3L","Yangzhou","宝应县","B02000JJN1","Suzhou","吴江区",288.552,3.96666666666667,"JS",6,"12:00","day 0","22:00","day 0",2264.604564,4,100
1520,"B0H1TCJ4IO","Yangzhou","江都区","B0FFFA2AO6","Shanghai","松江区",266.387,3.55,"JS",16,"12:00","day 0","22:00","day 0",6038.945504,4,100
1521,"B0GKC6MA4E","Yangzhou","仪征市","B0I6TYMZJG","Suzhou","吴江区",264.7,3.28333333333333,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,50
1522,"B0H1TCJ4IO","Yangzhou","江都区","B0FFH62FC9","Shanghai","金山区",280.023,3.7,"JS",11,"08:00","day 0","18:00","day 0",4151.775034,4,100
1523,"B0FFH4SOJP","Nanjing","溧水区","B0FFJ1CPHP","Shanghai","嘉定区",255.56,3.1,"JS",9,"12:00","day 0","22:00","day 0",3396.906846,4,100
1524,"B0202150WR","Yangzhou","广陵区","B02000JR6M","Suzhou","相城区",162.588,2.3,"JS",14,"08:00","day 0","18:00","day 0",5284.077316,4,100
1525,"B020215DUP","Yangzhou","江都区","B00156D6K6","Shanghai","浦东新区",296.722,3.91666666666667,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,4,50
1526,"B01FE15UUN","Wuxi","江阴市","B0IGCZC15I","Suzhou","吴江区",108.76,1.46666666666667,"JS",13,"12:00","day 0","22:00","day 0",4906.643222,2,50
1527,"B0FFH3869T","Zhenjiang","句容市","B0FFITJD3C","Wuxi","锡山区",186.147,2.93333333333333,"JS",17,"08:00","day 0","18:00","day 0",6416.379598,4,50
1528,"B020215DUP","Yangzhou","江都区","B0FFH6WPC3","Shanghai","金山区",285.978,3.75,"JS",19,"12:00","day 0","22:00","day 0",7171.247786,4,100
1529,"B0FFH70JG8","Nanjing","鼓楼区","B0FFJN8WFQ","Wuxi","新吴区",199.217,2.46666666666667,"JS",6,"08:00","day 0","18:00","day 0",2264.604564,4,50
1530,"B0FFK83QI3","Nanjing","江宁区","B02000JJN1","Suzhou","吴江区",218.068,2.56666666666667,"JS",8,"12:00","day 0","22:00","day 0",3019.472752,2,50
1531,"B0FFJONTQ7","Changzhou","新北区","B0I6TYMZJG","Suzhou","吴江区",157.263,1.98333333333333,"JS",6,"12:00","day 0","22:00","day 0",2264.604564,2,50
1532,"B0FFGTI293","Changzhou","新北区","B02000JJN1","Suzhou","吴江区",131.53,1.88333333333333,"JS",21,"12:00","day 0","22:00","day 0",7926.115974,2,50
1533,"B0H1TCJ4IO","Yangzhou","江都区","B0FFLCF954","Shanghai","宝山区",245.602,3.43333333333333,"JS",7,"12:00","day 0","22:00","day 0",2642.038658,4,100
1534,"B0FFG2575E","Zhenjiang","润州区","B0FFI8WH5V","Suzhou","姑苏区",163.911,2.11666666666667,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,4,100
1535,"B0FFFTQ4U7","Wuxi","江阴市","B0IGCZC15I","Suzhou","吴江区",118.836,1.61666666666667,"JS",10,"12:00","day 0","22:00","day 0",3774.34094,4,50
1536,"B0FFH4SOJP","Nanjing","溧水区","B0FFJRVTYE","Shanghai","松江区",288.044,3.13333333333333,"JS",6,"08:00","day 0","18:00","day 0",2264.604564,2,50
1537,"B0FFH4SOJP","Nanjing","溧水区","B00156D6K6","Shanghai","浦东新区",300.231,3.56666666666667,"JS",20,"12:00","day 0","22:00","day 0",7548.68188,4,100
1538,"B0202150WR","Yangzhou","广陵区","B0FFI8WH5V","Suzhou","姑苏区",166.798,2.31666666666667,"JS",18,"08:00","day 0","18:00","day 0",6793.813692,4,100
1539,"B0FFGYNGHQ","Changzhou","武进区","B0FFH0WGKS","Suzhou","吴江区",125.914,1.73333333333333,"JS",12,"08:00","day 0","18:00","day 0",4529.209128,2,100
1540,"B0FFJN8WFQ","Wuxi","新吴区","B0FFGO36Q6","Shanghai","浦东新区",150.152,2.11666666666667,"JS",21,"08:00","day 0","18:00","day 0",7926.115974,2,50
1541,"B0FFH4SOJP","Nanjing","溧水区","B01FE15UUN","Wuxi","江阴市",179.839,2.23333333333333,"JS",22,"08:00","day 0","18:00","day 0",8303.550068,2,50
1542,"B0G3AZBRXL","Yangzhou","广陵区","B0IGCZC15I","Suzhou","吴江区",241.481,3.06666666666667,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,2,50
1543,"B0FFH4SOJP","Nanjing","溧水区","B0FFK7ZQFN","Wuxi","江阴市",161.326,2.01666666666667,"JS",11,"12:00","day 0","22:00","day 0",4151.775034,4,100
1544,"B0FFFRS0IH","Nanjing","江宁区","B00156ODDT","Shanghai","长宁区",275.066,3.31666666666667,"JS",17,"08:00","day 0","18:00","day 0",6416.379598,4,100
1545,"B0FFK83QI3","Nanjing","江宁区","B0I6TYMZJG","Suzhou","吴江区",249.972,2.75,"JS",14,"12:00","day 0","22:00","day 0",5284.077316,2,50
1546,"B020215DUP","Yangzhou","江都区","B0FFF4JOKL","Suzhou","昆山市",239.012,3.18333333333333,"JS",8,"12:00","day 0","22:00","day 0",3019.472752,2,100
1547,"B020215DUP","Yangzhou","江都区","B02000JR6M","Suzhou","相城区",178.907,2.5,"JS",17,"12:00","day 0","22:00","day 0",6416.379598,4,50
1548,"B0FFH1DRA5","Nanjing","栖霞区","B0IGCZC15I","Suzhou","吴江区",261.877,3.05,"JS",18,"12:00","day 0","22:00","day 0",6793.813692,4,100
